,Make,Model,Year,Mileage,Transmission,Engine,Exterior Color,Interior Color,MPG,Fuel Type,Drive Type,Location (City),Location (State),Style,Condition (Accidents),Options Level,Bed Length,Price
3887,Nissan,Sentra,2018.0,"38,000",Automatic,1.8L Inline-4 Gas,Super Black,Charcoal,29 cty / 37 hwy,Gas,FWD,Selah,WA,S CVT,0 reported accidents,Standard,,"11,999"
3888,Volvo,S40,2008.0,"148,882",Automatic,2.4L Inline-5 Gas,Blue,Off-Black,20 cty / 28 hwy,Gas,FWD,Union City,NJ,2.4L Automatic FWD,2 reported accidents,Standard,,"3,995"
3889,Chevrolet,Equinox,2017.0,"98,721",Automatic,2.4L Inline-4 Gas,Summit White,Jet Black,20 cty / 28 hwy,Gas,AWD,Pacoima,CA,Premier AWD,0 reported accidents,Minimal Options,,"10,994"
3890,,,,"40,194",Automatic,3.5L V-6 Gas,White Gold Metallic,Ebony Black,16 cty / 23 hwy,Gas,4WD,,,,,Standard,,
3891,Ford,Edge,2017.0,"25,598",Automatic,,Shadow Black,Ebony,20 cty / 27 hwy,Gas,AWD,Perham,MN,SE AWD,0 reported accidents,Minimal Options,,"18,000"
3892,Ford,F-150,2017.0,"44,873",Automatic,2.7L V-6 Gas Turbocharged,Shadow Black,Black,17 cty / 23 hwy,Gas,4WD,Inver Grove Heights,MN,XLT SuperCrew 5.5\' Box 4WD,0 reported accidents,Standard,Short Bed,"31,490"
3893,Dodge Grand,Caravan,2019.0,"46,978",Automatic,3.6L V-6 Gas,,,17 cty / 25 hwy,Gas,FWD,Kansas City,MO,SXT,0 reported accidents,Minimal Options,,"16,200"
3894,Ford,Explorer,2017.0,"56,194",Automatic,2.3L V-4 Gas Turbocharged,Shadow Black,Medium Light Camel,16 cty / 23 hwy,Gas,4WD,Frederick,MD,XLT 4WD,0 reported accidents,Standard,,"22,620"
3895,Lexus,ES,2017.0,"30,422",Automatic,3.5L V-6 Gas,Nebula Gray Pearl,Black W/Linear Wood,21 cty / 30 hwy,Gas,FWD,Blue Mound,TX,ES 350,0 reported accidents,,,"24,990"
3896,Lincoln,MKC,2017.0,"49,942",Automatic,,Black Velvet,Hazelnut,19 cty / 25 hwy,Gas,AWD,Englewood,NJ,Reserve AWD,0 reported accidents,Standard,,"20,599"
3897,Ford,Escape,2013.0,"136,306",Automatic,,Gray,Medium Light Stone,23 cty / 33 hwy,Gas,FWD,Deland,FL,SE FWD,0 reported accidents,Standard,,"5,940"
3898,Chevrolet,Malibu,2013.0,"71,799",Automatic,2.5L Inline-4 Gas,Summit White,Jet Black/Titanium,22 cty / 34 hwy,Gas,FWD,North Nampa,ID,LT with 1LT,0 reported accidents,Minimal Options,,"8,987"
3899,INFINITI,QX30,2017.0,"35,875",Automatic,,Graphite Shadow,Graphite,21 cty / 30 hwy,Gas,AWD,Greenville,SC,Premium AWD,0 reported accidents,Standard,,"20,875"
3900,Dodge Grand,Caravan,2019.0,"25,049",Automatic,3.6L V-6 Gas,Granite Pearlcoat,Black,17 cty / 25 hwy,Gas,FWD,Greenwood,IN,SXT,0 reported accidents,Minimal Options,,"19,500"
3901,Mercedes-Benz,GLS,2017.0,"66,260",Automatic,3.0L V-6 Gas Turbocharged,Polar White,,19 cty / 22 hwy,Gas,AWD,Loveland,CO,GLS 450 4MATIC,0 reported accidents,Standard,,"35,997"
3902,Mercedes-Benz,SLK,2005.0,"128,958",Automatic,3.5L V-6 Gas,Black,Unknown,18 cty / 25 hwy,Gas,RWD,Hayward,CA,SLK 350 Roadster,0 reported accidents,Standard,,"6,833"
3903,BMW 3,Series,2017.0,"12,709",Automatic,,Jet Black,,N/A cty / N/A hwy,Plug-In,RWD,Alexandria,VA,,0 reported accidents,Standard,,"26,790"
3904,Chevrolet,Corvette,2006.0,"62,649",Automatic,6.0L V-8 Gas,,Titanium Gray,18 cty / 28 hwy,Gas,RWD,Reno,NV,Convertible,0 reported accidents,Standard,,"19,999"
3905,Honda,Accord,2014.0,"82,127",Automatic,2.4L Inline-4 Gas,White Orchid Pearl,Unknown,26 cty / 34 hwy,Gas,FWD,Daytona Beach,FL,Sport Sedan I4 CVT,0 reported accidents,Standard,,"10,995"
3906,,,,,,,,,,,,,,,,,,
3907,Lexus,LS,2011.0,"90,000",Automatic,4.6L V-8 Gas,Smoky Granite Mica,Black,16 cty / 24 hwy,Gas,RWD,St. Louis,MO,LS 460 RWD,1 reported accidents,Standard,,"14,988"
3908,Toyota,Corolla,2020.0,8,Automatic,1.8L Inline-4 Gas,Super White,Black,30 cty / 38 hwy,Gas,FWD,Cornelius,NC,LE CVT,0 reported accidents,,,"17,555"
3909,Mercedes-Benz,C-Class,2014.0,"103,443",Automatic,,Polar White,Cappuccino,22 cty / 31 hwy,Gas,RWD,Denison,TX,C 250 Sport Sedan RWD,0 reported accidents,Standard,,"11,922"
3910,Buick,LaCrosse,2016.0,"94,400",Automatic,3.6L V-6 Gas,,Ebony,18 cty / 28 hwy,Gas,FWD,Naugatuck,CT,Leather FWD,2 reported accidents,Standard,,"9,995"
3911,Nissan,Altima,2018.0,"42,125",Automatic,2.5L Inline-4 Gas,Gun Metallic,Charcoal,27 cty / 38 hwy,Gas,FWD,Avondale,AZ,2.5 SL,0 reported accidents,Standard,,"13,991"
3912,,,,,,,,,,,,,,,,,,
3913,Toyota Yaris,iA,2018.0,"57,487",Automatic,1.5L Inline-4 Gas,Frost,Mid Blue Black,32 cty / 40 hwy,Gas,FWD,Dublin,GA,Automatic,0 reported accidents,Standard,,"10,795"
3914,Ford,F-150,2014.0,"116,173",Automatic,5.0L V-8 Gas,White,Gray,15 cty / 21 hwy,Gas,RWD,Pearland,TX,XL SuperCab 8.0\' Box RWD,0 reported accidents,Standard,Long Bed,"11,500"
3915,Ford,Ranger,2008.0,"114,527",Automatic,4.0L V-6 Gas,Red,Unknown,15 cty / 19 hwy,Gas,4WD,Englewood,CO,"4WD 4dr SuperCab 126"" XLT",0 reported accidents,Standard,Standard Bed,"8,988"
3916,Ford,Focus,2010.0,"148,040",Manual,2.0L Inline-4 Gas,Blue Flame Metallic,Medium Stone,24 cty / 35 hwy,Gas,FWD,Littleton,CO,SE Sedan,0 reported accidents,Standard,,"4,399"
3917,Ford,Focus,2014.0,"62,398",Automatic,2.0L Inline-4 Gas,Oxford White,Charcoal Black,26 cty / 36 hwy,Gas,FWD,Gaithersburg,MD,SE Sedan,0 reported accidents,Standard,,"6,999"
3918,GMC,Yukon,2019.0,"22,751",Automatic,5.3L V-8 Gas,Dark Sky Metallic,Jet Black,14 cty / 21 hwy,Gas,4WD,Vernon,CT,XL SLT 4WD,0 reported accidents,Well Equipped,,"45,415"
3919,Nissan,Rogue,2010.0,"147,956",Automatic,2.5L Inline-4 Gas,Wicked Black,Black,21 cty / 26 hwy,Gas,AWD,Grove City,OH,S Krom Edition AWD,1 reported accidents,,,"4,904"
3920,Subaru,Forester,2013.0,"109,781",Automatic,2.5L Flat-4 Gas,Ice Silver Metallic,Black,21 cty / 27 hwy,Gas,AWD,Countryside,IL,2.5X Premium Auto,0 reported accidents,Standard,,"6,932"
3921,Ford,Fusion,2017.0,"74,930",Automatic,2.5L Inline-4 Gas,,Unknown,21 cty / 32 hwy,Gas,FWD,Temple,TX,SE FWD,1 reported accidents,Standard,,"11,999"
3922,Ford,Fusion,2019.0,"37,199",Automatic,2.0L Inline-4 Hybrid,Oxford White,Ebony,43 cty / 41 hwy,Hybrid,FWD,Los Angeles,CA,Hybrid SE FWD,0 reported accidents,Standard,,"16,995"
3923,Nissan,Rogue,2019.0,"31,942",Automatic,2.5L Inline-4 Gas,,Charcoal,26 cty / 33 hwy,Gas,FWD,Delray Beach,FL,SV FWD,0 reported accidents,Standard,,"15,798"
3924,Ford Super Duty,F-350,2019.0,"18,411",Automatic,6.2L V-8 Gas,Gray,Black,N/A cty / N/A hwy,Gas,4WD,Spanish Fork,UT,,0 reported accidents,,Standard Bed,"52,995"
3925,Honda,Odyssey,2014.0,"192,900",Automatic,3.5L V-6 Gas,White Diamond Pearl,Black,19 cty / 28 hwy,Gas,FWD,Fort Worth,TX,Touring Elite,0 reported accidents,Standard,,"9,952"
3926,Honda,Accord,2017.0,"23,229",Automatic,2.4L Inline-4 Gas,White Orchid Pearl,Unknown,27 cty / 36 hwy,Gas,FWD,Annapolis,MD,,0 reported accidents,Standard,,"20,700"
3927,Toyota,Corolla,2015.0,"77,381",Automatic,1.8L Inline-4 Gas,,Black,29 cty / 37 hwy,Gas,FWD,Houston,TX,S Plus CVT,1 reported accidents,Standard,,"8,999"
3928,Ford,Edge,2019.0,"27,152",Automatic,,Agate Black,Ebony,21 cty / 28 hwy,Gas,AWD,Ukiah,CA,Titanium AWD,0 reported accidents,Minimal Options,,"25,598"
3929,Nissan,Sentra,2017.0,"12,102",Automatic,1.8L Inline-4 Gas,Brilliant Silver,Charcoal,29 cty / 37 hwy,Gas,FWD,Roseville,CA,SV CVT,0 reported accidents,Standard,,"13,499"
3930,Nissan,Pathfinder,2019.0,"25,673",Automatic,3.5L V-6 Gas,Glacier White,Charcoal,20 cty / 27 hwy,Gas,FWD,Tempe,AZ,SL FWD,0 reported accidents,Standard,,"23,273"
3931,Chevrolet,Impala,2019.0,"23,572",Automatic,2.5L Inline-4 Gas,Summit White,Unknown,22 cty / 29 hwy,Gas,FWD,Cottage Grove,OR,LT with 1LT,0 reported accidents,Standard,,"20,990"
3932,Nissan,Rogue,2017.0,"30,160",Automatic,2.5L Inline-4 Gas,Gun Metallic,Charcoal,25 cty / 32 hwy,Gas,AWD,Magnolia,NJ,S AWD,0 reported accidents,Minimal Options,,"14,998"
3933,Nissan,Altima,2019.0,"33,748",Automatic,2.5L Inline-4 Gas,,Charcoal,28 cty / 39 hwy,Gas,FWD,Bensenville,IL,SL FWD,0 reported accidents,Standard,,"18,898"
3934,Nissan,Versa,2017.0,"77,382",Automatic,1.6L Inline-4 Gas,Cayenne Red,Charcoal,31 cty / 39 hwy,Gas,FWD,Sacramento,CA,1.6 SV CVT,0 reported accidents,Minimal Options,,"7,900"
3935,Ford,Escape,2019.0,"14,739",Automatic,,,Unknown,22 cty / 29 hwy,Gas,FWD,Price,UT,Titanium FWD,0 reported accidents,Standard,,"22,995"
3936,Mercedes-Benz,GLE,2017.0,"28,452",Automatic,3.5L V-6 Gas,Lunar Blue Metallic,Espresso Brown,18 cty / 23 hwy,Gas,AWD,Tulsa,OK,GLE 350 4MATIC SUV,0 reported accidents,,,"37,679"
3937,Dodge Ram,2500,2003.0,"222,613",Automatic,5.7L V-8 Gas,White,Black,N/A cty / N/A hwy,Gas,RWD,Tempe,AZ,SLT Quad Cab Regular Bed 2WD,1 reported accidents,Standard,Standard Bed,"7,000"
3938,Toyota,Camry,2019.0,"27,803",Automatic,2.5L Inline-4 Gas,Super White,Black,28 cty / 39 hwy,Gas,FWD,Centennial,CO,LE Automatic,0 reported accidents,Standard,,"17,599"
3939,Honda,Accord,2001.0,"224,000",Automatic,3.0L V-6 Gas,,Ivory,20 cty / 28 hwy,Gas,FWD,Blackfoot,ID,,0 reported accidents,Standard,,"2,245"
3940,Hyundai,Elantra,2020.0,"12,221",Automatic,2.0L Inline-4 Gas,Phantom Black,Gray,30 cty / 40 hwy,Gas,FWD,Albuquerque,NM,SEL 2.0L IVT,0 reported accidents,Minimal Options,,"16,497"
3941,Chrysler,300,2019.0,"37,666",Automatic,3.6L V-6 Gas,,Black,19 cty / 30 hwy,Gas,RWD,Hampton,VA,S RWD,0 reported accidents,Minimal Options,,"21,490"
3942,Nissan,Pathfinder,2015.0,"89,402",Automatic,3.5L V-6 Gas,Brilliant Silver,Charcoal,20 cty / 27 hwy,Gas,FWD,Palmdale,CA,SV FWD,0 reported accidents,Standard,,"13,988"
3943,Honda,Accord,2017.0,"22,540",Automatic,2.4L Inline-4 Gas,Crystal Black Pearl,Black,27 cty / 36 hwy,Gas,FWD,Union,NJ,LX Sedan CVT,0 reported accidents,,,"15,678"
3944,Ford,Fiesta,2019.0,"26,092",Automatic,1.6L Inline-4 Gas,,Charcoal Black,27 cty / 35 hwy,Gas,FWD,Fuquay Varina,NC,SE Sedan,0 reported accidents,Standard,,"11,500"
3945,Honda,Pilot,2009.0,"122,105",Automatic,3.5L V-6 Gas,,Gray,16 cty / 22 hwy,Gas,4WD,Stuart,FL,EX-L 4WD,0 reported accidents,Standard,,"8,410"
3946,Chevrolet,Suburban,2019.0,"32,100",Automatic,5.3L V-8 Gas,Black,Jet Black,14 cty / 21 hwy,Gas,4WD,Lexington,SC,LT 4WD,0 reported accidents,Minimal Options,,"43,998"
3947,Nissan,Sentra,2019.0,"31,085",Automatic,1.8L Inline-4 Gas,,Charcoal,29 cty / 37 hwy,Gas,FWD,Palmetto Bay,FL,SV CVT,0 reported accidents,Standard,,"12,498"
3948,Nissan,Altima,2015.0,"88,619",Automatic,2.5L Inline-4 Gas,Pearl White,Beige,27 cty / 38 hwy,Gas,FWD,Bloomington,CA,2.5 S,0 reported accidents,Standard,,"8,588"
3949,Ford,Flex,2019.0,,Automatic,3.5L V-6 Gas,,Charcoal Black,16 cty / 23 hwy,Gas,FWD,Houston,TX,Limited FWD,0 reported accidents,Standard,,"20,991"
3950,Mercedes-Benz,C-Class,2018.0,"32,211",Automatic,,Black,Black,23 cty / 32 hwy,Gas,AWD,Macon,GA,C 300 4MATIC Sedan,0 reported accidents,Standard,,"24,400"
3951,Chevrolet,Tahoe,2019.0,"22,493",Automatic,5.3L V-8 Gas,,Jet Black,15 cty / 21 hwy,Gas,4WD,Lake Elsinore,CA,LT 4WD,0 reported accidents,Standard,,"44,200"
3952,,,,,,,,,,,,,,,,,,
3953,Chevrolet,Equinox,2020.0,"3,492",Automatic,,Summit White,Jet Black,25 cty / 30 hwy,Gas,AWD,Lowell,MA,LT with 1LT AWD,0 reported accidents,Minimal Options,,"23,616"
3954,Dodge,Journey,2019.0,"12,946",Automatic,3.6L V-6 Gas,Vice White,Black/Red,16 cty / 24 hwy,Gas,AWD,Amsterdam,NY,GT AWD,0 reported accidents,Minimal Options,,"23,000"
3955,Lexus,RX,2017.0,"68,489",Automatic,3.5L V-6 Gas,Black,Noble Brown,19 cty / 26 hwy,Gas,AWD,Seattle,WA,RX 350 AWD,0 reported accidents,Standard,,"26,888"
3956,Mercedes-Benz,GLC,2018.0,"11,916",Automatic,,Polar White,Black,21 cty / 28 hwy,Gas,AWD,Reno,NV,GLC 300 4MATIC SUV,0 reported accidents,Standard,,"35,995"
3957,Ford,Fiesta,2019.0,"29,754",Automatic,1.6L Inline-4 Gas,,Charcoal Black,27 cty / 35 hwy,Gas,FWD,Logan,UT,SE Hatchback,0 reported accidents,Standard,,"12,148"
3958,Dodge Grand,Caravan,2019.0,"47,790",Automatic,3.6L V-6 Gas,,Black,17 cty / 25 hwy,Gas,FWD,Westborough,MA,SXT,1 reported accidents,Minimal Options,,"16,677"
3959,Jeep Grand,Cherokee,2019.0,"39,381",Automatic,3.6L V-6 Gas,,Black,18 cty / 25 hwy,Gas,4WD,Carrolton,TX,Limited 4WD,0 reported accidents,Minimal Options,,"26,271"
3960,Dodge Grand,Caravan,2019.0,"25,049",Automatic,3.6L V-6 Gas,Granite Pearlcoat,Black,17 cty / 25 hwy,Gas,FWD,Greenwood,IN,SXT,0 reported accidents,Minimal Options,,"19,500"
3961,Mercedes-Benz,GLS,2017.0,"66,260",Automatic,3.0L V-6 Gas Turbocharged,Polar White,,19 cty / 22 hwy,Gas,AWD,Loveland,CO,GLS 450 4MATIC,0 reported accidents,Standard,,"35,997"
3962,Mercedes-Benz,SLK,2005.0,"128,958",Automatic,3.5L V-6 Gas,Black,Unknown,18 cty / 25 hwy,Gas,RWD,Hayward,CA,SLK 350 Roadster,0 reported accidents,Standard,,"6,833"
3963,BMW 3,Series,2017.0,"12,709",Automatic,,Jet Black,,N/A cty / N/A hwy,Plug-In,RWD,Alexandria,VA,,0 reported accidents,Standard,,"26,790"
3964,Chevrolet,Corvette,2006.0,"62,649",Automatic,6.0L V-8 Gas,,Titanium Gray,18 cty / 28 hwy,Gas,RWD,Reno,NV,Convertible,0 reported accidents,Standard,,"19,999"
3965,Honda,Accord,2014.0,"82,127",Automatic,2.4L Inline-4 Gas,White Orchid Pearl,Unknown,26 cty / 34 hwy,Gas,FWD,Daytona Beach,FL,Sport Sedan I4 CVT,0 reported accidents,Standard,,"10,995"
3966,,,,,,,,,,,,,,,,,,
3967,Lexus,LS,2011.0,"90,000",Automatic,4.6L V-8 Gas,Smoky Granite Mica,Black,16 cty / 24 hwy,Gas,RWD,St. Louis,MO,LS 460 RWD,1 reported accidents,Standard,,"14,988"
3968,Toyota,Corolla,2020.0,8,Automatic,1.8L Inline-4 Gas,Super White,Black,30 cty / 38 hwy,Gas,FWD,Cornelius,NC,LE CVT,0 reported accidents,,,"17,555"
3969,Mercedes-Benz,C-Class,2014.0,"103,443",Automatic,,Polar White,Cappuccino,22 cty / 31 hwy,Gas,RWD,Denison,TX,C 250 Sport Sedan RWD,0 reported accidents,Standard,,"11,922"
3970,Buick,LaCrosse,2016.0,"94,400",Automatic,3.6L V-6 Gas,,Ebony,18 cty / 28 hwy,Gas,FWD,Naugatuck,CT,Leather FWD,2 reported accidents,Standard,,"9,995"
3971,Nissan,Altima,2018.0,"42,125",Automatic,2.5L Inline-4 Gas,Gun Metallic,Charcoal,27 cty / 38 hwy,Gas,FWD,Avondale,AZ,2.5 SL,0 reported accidents,Standard,,"13,991"
3972,,,,,,,,,,,,,,,,,,
3973,Toyota Yaris,iA,2018.0,"57,487",Automatic,1.5L Inline-4 Gas,Frost,Mid Blue Black,32 cty / 40 hwy,Gas,FWD,Dublin,GA,Automatic,0 reported accidents,Standard,,"10,795"
3974,Ford,F-150,2014.0,"116,173",Automatic,5.0L V-8 Gas,White,Gray,15 cty / 21 hwy,Gas,RWD,Pearland,TX,XL SuperCab 8.0\' Box RWD,0 reported accidents,Standard,Long Bed,"11,500"
3975,Ford,Ranger,2008.0,"114,527",Automatic,4.0L V-6 Gas,Red,Unknown,15 cty / 19 hwy,Gas,4WD,Englewood,CO,"4WD 4dr SuperCab 126"" XLT",0 reported accidents,Standard,Standard Bed,"8,988"
3976,Ford,Focus,2010.0,"148,040",Manual,2.0L Inline-4 Gas,Blue Flame Metallic,Medium Stone,24 cty / 35 hwy,Gas,FWD,Littleton,CO,SE Sedan,0 reported accidents,Standard,,"4,399"
3977,Ford,Focus,2014.0,"62,398",Automatic,2.0L Inline-4 Gas,Oxford White,Charcoal Black,26 cty / 36 hwy,Gas,FWD,Gaithersburg,MD,SE Sedan,0 reported accidents,Standard,,"6,999"
3978,GMC,Yukon,2019.0,"22,751",Automatic,5.3L V-8 Gas,Dark Sky Metallic,Jet Black,14 cty / 21 hwy,Gas,4WD,Vernon,CT,XL SLT 4WD,0 reported accidents,Well Equipped,,"45,415"
3979,Nissan,Rogue,2010.0,"147,956",Automatic,2.5L Inline-4 Gas,Wicked Black,Black,21 cty / 26 hwy,Gas,AWD,Grove City,OH,S Krom Edition AWD,1 reported accidents,,,"4,904"
3980,Subaru,Forester,2013.0,"109,781",Automatic,2.5L Flat-4 Gas,Ice Silver Metallic,Black,21 cty / 27 hwy,Gas,AWD,Countryside,IL,2.5X Premium Auto,0 reported accidents,Standard,,"6,932"
3981,Ford,Fusion,2017.0,"74,930",Automatic,2.5L Inline-4 Gas,,Unknown,21 cty / 32 hwy,Gas,FWD,Temple,TX,SE FWD,1 reported accidents,Standard,,"11,999"
3982,Ford,Fusion,2019.0,"37,199",Automatic,2.0L Inline-4 Hybrid,Oxford White,Ebony,43 cty / 41 hwy,Hybrid,FWD,Los Angeles,CA,Hybrid SE FWD,0 reported accidents,Standard,,"16,995"
3983,Nissan,Rogue,2019.0,"31,942",Automatic,2.5L Inline-4 Gas,,Charcoal,26 cty / 33 hwy,Gas,FWD,Delray Beach,FL,SV FWD,0 reported accidents,Standard,,"15,798"
3984,Ford Super Duty,F-350,2019.0,"18,411",Automatic,6.2L V-8 Gas,Gray,Black,N/A cty / N/A hwy,Gas,4WD,Spanish Fork,UT,,0 reported accidents,,Standard Bed,"52,995"
3985,Honda,Odyssey,2014.0,"192,900",Automatic,3.5L V-6 Gas,White Diamond Pearl,Black,19 cty / 28 hwy,Gas,FWD,Fort Worth,TX,Touring Elite,0 reported accidents,Standard,,"9,952"
3986,Honda,Accord,2017.0,"23,229",Automatic,2.4L Inline-4 Gas,White Orchid Pearl,Unknown,27 cty / 36 hwy,Gas,FWD,Annapolis,MD,,0 reported accidents,Standard,,"20,700"
3987,Toyota,Corolla,2015.0,"77,381",Automatic,1.8L Inline-4 Gas,,Black,29 cty / 37 hwy,Gas,FWD,Houston,TX,S Plus CVT,1 reported accidents,Standard,,"8,999"
3988,Ford,Edge,2019.0,"27,152",Automatic,,Agate Black,Ebony,21 cty / 28 hwy,Gas,AWD,Ukiah,CA,Titanium AWD,0 reported accidents,Minimal Options,,"25,598"
3989,Nissan,Sentra,2017.0,"12,102",Automatic,1.8L Inline-4 Gas,Brilliant Silver,Charcoal,29 cty / 37 hwy,Gas,FWD,Roseville,CA,SV CVT,0 reported accidents,Standard,,"13,499"
3990,Dodge Grand,Caravan,2019.0,"25,049",Automatic,3.6L V-6 Gas,Granite Pearlcoat,Black,17 cty / 25 hwy,Gas,FWD,Greenwood,IN,SXT,0 reported accidents,Minimal Options,,"19,500"
3991,Mercedes-Benz,GLS,2017.0,"66,260",Automatic,3.0L V-6 Gas Turbocharged,Polar White,,19 cty / 22 hwy,Gas,AWD,Loveland,CO,GLS 450 4MATIC,0 reported accidents,Standard,,"35,997"
3992,Mercedes-Benz,SLK,2005.0,"128,958",Automatic,3.5L V-6 Gas,Black,Unknown,18 cty / 25 hwy,Gas,RWD,Hayward,CA,SLK 350 Roadster,0 reported accidents,Standard,,"6,833"
3993,BMW 3,Series,2017.0,"12,709",Automatic,,Jet Black,,N/A cty / N/A hwy,Plug-In,RWD,Alexandria,VA,,0 reported accidents,Standard,,"26,790"
3994,Chevrolet,Corvette,2006.0,"62,649",Automatic,6.0L V-8 Gas,,Titanium Gray,18 cty / 28 hwy,Gas,RWD,Reno,NV,Convertible,0 reported accidents,Standard,,"19,999"
3995,Honda,Accord,2014.0,"82,127",Automatic,2.4L Inline-4 Gas,White Orchid Pearl,Unknown,26 cty / 34 hwy,Gas,FWD,Daytona Beach,FL,Sport Sedan I4 CVT,0 reported accidents,Standard,,"10,995"
3996,,,,,,,,,,,,,,,,,,
3997,Lexus,LS,2011.0,"90,000",Automatic,4.6L V-8 Gas,Smoky Granite Mica,Black,16 cty / 24 hwy,Gas,RWD,St. Louis,MO,LS 460 RWD,1 reported accidents,Standard,,"14,988"
3998,Toyota,Corolla,2020.0,8,Automatic,1.8L Inline-4 Gas,Super White,Black,30 cty / 38 hwy,Gas,FWD,Cornelius,NC,LE CVT,0 reported accidents,,,"17,555"
3999,Mercedes-Benz,C-Class,2014.0,"103,443",Automatic,,Polar White,Cappuccino,22 cty / 31 hwy,Gas,RWD,Denison,TX,C 250 Sport Sedan RWD,0 reported accidents,Standard,,"11,922"
4000,Buick,LaCrosse,2016.0,"94,400",Automatic,3.6L V-6 Gas,,Ebony,18 cty / 28 hwy,Gas,FWD,Naugatuck,CT,Leather FWD,2 reported accidents,Standard,,"9,995"
4001,Nissan,Altima,2018.0,"42,125",Automatic,2.5L Inline-4 Gas,Gun Metallic,Charcoal,27 cty / 38 hwy,Gas,FWD,Avondale,AZ,2.5 SL,0 reported accidents,Standard,,"13,991"
4002,,,,,,,,,,,,,,,,,,
4003,Toyota Yaris,iA,2018.0,"57,487",Automatic,1.5L Inline-4 Gas,Frost,Mid Blue Black,32 cty / 40 hwy,Gas,FWD,Dublin,GA,Automatic,0 reported accidents,Standard,,"10,795"
4004,Ford,F-150,2014.0,"116,173",Automatic,5.0L V-8 Gas,White,Gray,15 cty / 21 hwy,Gas,RWD,Pearland,TX,XL SuperCab 8.0\' Box RWD,0 reported accidents,Standard,Long Bed,"11,500"
4005,Ford,Ranger,2008.0,"114,527",Automatic,4.0L V-6 Gas,Red,Unknown,15 cty / 19 hwy,Gas,4WD,Englewood,CO,"4WD 4dr SuperCab 126"" XLT",0 reported accidents,Standard,Standard Bed,"8,988"
4006,Ford,Focus,2010.0,"148,040",Manual,2.0L Inline-4 Gas,Blue Flame Metallic,Medium Stone,24 cty / 35 hwy,Gas,FWD,Littleton,CO,SE Sedan,0 reported accidents,Standard,,"4,399"
4007,Ford,Focus,2014.0,"62,398",Automatic,2.0L Inline-4 Gas,Oxford White,Charcoal Black,26 cty / 36 hwy,Gas,FWD,Gaithersburg,MD,SE Sedan,0 reported accidents,Standard,,"6,999"
4008,GMC,Yukon,2019.0,"22,751",Automatic,5.3L V-8 Gas,Dark Sky Metallic,Jet Black,14 cty / 21 hwy,Gas,4WD,Vernon,CT,XL SLT 4WD,0 reported accidents,Well Equipped,,"45,415"
4009,Nissan,Rogue,2010.0,"147,956",Automatic,2.5L Inline-4 Gas,Wicked Black,Black,21 cty / 26 hwy,Gas,AWD,Grove City,OH,S Krom Edition AWD,1 reported accidents,,,"4,904"
4010,Subaru,Forester,2013.0,"109,781",Automatic,2.5L Flat-4 Gas,Ice Silver Metallic,Black,21 cty / 27 hwy,Gas,AWD,Countryside,IL,2.5X Premium Auto,0 reported accidents,Standard,,"6,932"
4011,Ford,Fusion,2017.0,"74,930",Automatic,,,Unknown,21 cty / 32 hwy,Gas,FWD,Temple,TX,SE FWD,1 reported accidents,Standard,,"11,999"
4012,Ford,Fusion,2019.0,"37,199",Automatic,2.0L Inline-4 Hybrid,Oxford White,Ebony,43 cty / 41 hwy,Hybrid,FWD,Los Angeles,CA,Hybrid SE FWD,0 reported accidents,Standard,,"16,995"
4013,Nissan,Rogue,2019.0,"31,942",Automatic,2.5L Inline-4 Gas,,Charcoal,,Gas,FWD,Delray Beach,FL,SV FWD,0 reported accidents,Standard,,"15,798"
4014,Ford Super Duty,F-350,2019.0,"18,411",Automatic,6.2L V-8 Gas,Gray,Black,N/A cty / N/A hwy,Gas,4WD,Spanish Fork,UT,,0 reported accidents,,Standard Bed,"52,995"
4015,Honda,Odyssey,2014.0,"192,900",Automatic,3.5L V-6 Gas,White Diamond Pearl,Black,19 cty / 28 hwy,Gas,FWD,Fort Worth,TX,Touring Elite,0 reported accidents,Standard,,"9,952"
4016,Honda,Accord,2017.0,"23,229",Automatic,2.4L Inline-4 Gas,White Orchid Pearl,Unknown,27 cty / 36 hwy,Gas,FWD,Annapolis,MD,,0 reported accidents,Standard,,"20,700"
4017,Toyota,Corolla,2015.0,"77,381",Automatic,1.8L Inline-4 Gas,,Black,29 cty / 37 hwy,Gas,FWD,Houston,TX,S Plus CVT,1 reported accidents,Standard,,"8,999"
4018,Ford,Edge,2019.0,"27,152",Automatic,,Agate Black,Ebony,21 cty / 28 hwy,Gas,AWD,Ukiah,CA,Titanium AWD,0 reported accidents,Minimal Options,,"25,598"
4019,Nissan,Sentra,2017.0,"12,102",Automatic,1.8L Inline-4 Gas,Brilliant Silver,Charcoal,29 cty / 37 hwy,Gas,FWD,Roseville,CA,SV CVT,0 reported accidents,Standard,,"13,499"
4020,Dodge Grand,Caravan,2019.0,"25,049",Automatic,3.6L V-6 Gas,Granite Pearlcoat,Black,17 cty / 25 hwy,Gas,FWD,Greenwood,IN,SXT,0 reported accidents,Minimal Options,,"19,500"
4021,Mercedes-Benz,GLS,2017.0,"66,260",Automatic,3.0L V-6 Gas Turbocharged,Polar White,,19 cty / 22 hwy,Gas,AWD,Loveland,CO,GLS 450 4MATIC,0 reported accidents,Standard,,"35,997"
